name_clean,rating_clean,cost_clean,area_clean,cuisines_clean,address,online_order_clean,book_table_clean
Hotpot EggStacy Chinese,0.0,250,New BEL Road,Chinese,"16/2, Food Court, Janadarshini Layout, New BEL Road, Bangalore",0,0
Loca - The World Of Kitchen,0.0,200,New BEL Road,South Indian,"#41/14/789, Kodigehalli - Thindlu Road, Tindlu, New BEL Road, Bangalore",0,0
Rabi North Indian Food,0.0,250,New BEL Road,"North Indian, Chinese","53, MSR College Road, New BEL Road, Bangalore",0,0
Tasty Fast Food,3.2,250,New BEL Road,"North Indian, Chinese","7, 2nd Main, MSR Nagar, Mathikere, New BEL Road, Bangalore",0,0
New Prashanth Natti Style,0.0,300,New BEL Road,"South Indian, Biryani","38, Near Devasandra Bus Stand, New BEL Road, Bangalore",0,0
Bengaluru Hut,0.0,150,New BEL Road,South Indian,"380, Opposite Ramaiah (Rills) College, Behind HP Petrol Pump, Chikkamranahalli, New BEL Road, Bangalore",0,0
Durga Mess,0.0,200,New BEL Road,Mangalorean,"Shop 48, 3rd Cross, 4th Main New Bel Road, Near Corporation bank, Dollars Colony, New BEL Road, Bangalore",0,0
Akshaya Spice,0.0,300,New BEL Road,"Andhra, Chinese, North Indian","Shop 23, M S Ramaiah Hospital Campus, New BEL Road, Bengaluru",0,0
Patville,3.1,300,New BEL Road,Desserts,"22, New BEL Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",0,0
Yumkiin,0.0,250,New BEL Road,"Bengali, South Indian, Bihari, Oriya, North Indian","RMV 2nd Stage, New BEL Road, Bangalore",0,0
Bake-A-Luru,0.0,500,New BEL Road,"Bakery, Desserts","39, 4th cross, 1st Block, RMV 2nd Stage, New BEL Road, Bangalore",0,0
Ootada Dabba,0.0,200,New BEL Road,South Indian,"8, 1st A main road, Dhanalakshmi Layout, Virupakshapura, Bangalore",0,0
Belly Doze,3.6,600,New BEL Road,"North Indian, Mughlai, Chinese","New BEL Road, Bangalore",0,0
Boys Home,0.0,100,New BEL Road,"North Indian, South Indian","7, MSRIT Road, Mattikere, New BEL Road, Bengaluru",0,0
Crispy Clouds,0.0,300,New BEL Road,"Bakery, Desserts","Sennappa Layout, Bangalore",0,0
Tripti Hotel & Restaurant,3.6,200,New BEL Road,"Biryani, South Indian, North Indian","212, 3rd Main Paipe Line Road, MSR Nagar, New BEL Road, Bangalore",0,0
Mayuri,2.5,700,New BEL Road,"Andhra, North Indian, Chinese","106, Cauvery Complex New BEL Road, New BEL Road, Bangalore",0,0
Ministry of Burger,0.0,500,New BEL Road,Continental,"412, Third Block, 4th Main Road, Opposite Canara Bank, BEL Layout, Vidyaranyapura",0,0
Food Feed Restaurant,3.7,750,New BEL Road,"Arabian, Chinese, Kerala, North Indian","7/1, MS Ramaiha Engineering College Road, Maurya Paradise Inn, Mathikhere, New BEL Road, Bangalore",0,0
Kolkatta Famous Kati Rolls,0.0,150,New BEL Road,Rolls,"708, 5th Block, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",0,0
Frosted Memories,4.0,200,Hebbal,Bakery,"Skyline Beverly Park, Amruthahalli Main Road Bangalore",0,0
Royal Beans,3.8,400,Yeshwantpur,Desserts,"Pipleline Road, Yeshwantpur, Bangalore",0,0
The Higher Taste,3.3,350,Sanjay Nagar,"North Indian, Fast Food","20, 1st Main, HIG Dollars Colony, RMV 2nd stage, Sanjay Nagar, Bangalore",0,0
Bangalore Blooms,0.0,300,Sanjay Nagar,Bakery,"2/32, 2nd E Main, Bhoopasandra New Extension, RMV Stage 2, Sanjay Nagar, Bangalore",0,0
Happy Khaana,0.0,300,Sanjay Nagar,North Indian,"Near BESCOM, Sanjay Nagar, Bangalore",0,0
Bonbonbite,3.5,450,Jalahalli,"Bakery, Desserts","HMT Main Road, Jalahalli, Bangalore",0,0
Bengaluru Cafe,3.3,150,Sanjay Nagar,South Indian,"173, Near Vibhav Theatre, Sanjay Nagar, Bangalore",0,0
Mr. Chef,3.2,500,New BEL Road,"North Indian, Chinese, Biryani","1269/1, 1st Floor, 1st Block, Near Canara Bank, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",1,0
Om Meals & Paratha Junction,0.0,100,New BEL Road,North Indian,"5/1, 2nd Cross, MSRE College road, Mathikere, , Bangalore",1,0
Mabra Family Restaurant,3.1,450,Sanjay Nagar,"North Indian, Chinese","30/10, RMV 2nd Stage, Boopsandra Main Road, Sanjay Nagar, Bangalore",1,0
Kuttanadu Family Restaurant,3.6,600,Jalahalli,"Seafood, South Indian","10, Near St Claret College, MES Ring Road, Jalahalli, Bangalor",1,0
Kadamba Gardenia,3.6,400,Jalahalli,"South Indian, Chinese, North Indian, Street Food","A-2 HMT Main Road, Sector 2, Jalahalli, Bangalore",0,0
Atithi Satkar,3.7,400,Sanjay Nagar,"South Indian, North Indian, Fast Food, Chinese","29, Rajagopal Road, 2nd Stage, Sanjay Nagar, Bangalore",0,0
Kolkata Refreshments,3.0,200,Sanjay Nagar,"Bengali, Fast Food","19, Bhoopasandra Main Road, Sanjay Nagar, Bangalore",0,0
Samba Shake N Juice,3.5,200,Sanjay Nagar,"Fast Food, Juices","33, PNS Complex, Vinayaka Layout, Boopsandra Main Road, Sanjay Nagar, Bangalore",0,0
Sea Salt,3.7,600,Sahakara Nagar,"South Indian, Seafood","1, Opposite Mind & Brain Hospital, Kodegahalli Main Road, Sahakara Nagar, Bangalore",0,0
Hattke,3.5,350,Sahakara Nagar,"North Indian, South Indian","House 3, Ranganath Complex, Near NCBS University, Canara Bank Layout, Sahakara Nagar, Bangalore",0,0
The Local Kitchen,0.0,250,Sanjay Nagar,"Chinese, North Indian","Sanjay Nagar, Bangalore",0,0
Indian Bench,0.0,500,Sahakara Nagar,"Fast Food, North Indian","699, A Block, 16th Main, 19th Cross, Sahakara Nagar, Bangalore",0,0
Midnight Hunger Solutions 24/7,3.0,500,Sanjay Nagar,"North Indian, Mughlai, Chinese","Sanjay Nagar, Bangalore",0,0
Al Kabab Corner,0.0,350,Sanjay Nagar,"Chinese, North Indian","1, Masjid Complex, Opposite Bhoopasandra Bus Stop, RMV 2nd Stage, Sanjay Nagar, Bangalore",0,0
Ruchi Curry Point,0.0,400,Yeshwantpur,"Biryani, North Indian","401, 7th Cross, 6th Main Road, Mathikere, Yeshwantpur, Bangalore",0,0
Sherin Ice Palace,0.0,250,Sanjay Nagar,"Ice Cream, Desserts","Bhoopsandra Main Road, Sanjay Nagar, Bangalore",0,0
Star Food County,3.4,300,Sanjay Nagar,Fast Food,"173, Main Road, Sanjay Nagar, Bangalore",1,0
Desi Spicey,0.0,300,Sanjay Nagar,"North Indian, Chinese","Sanjay Nagar, Sanjay Nagar, Bangalore",0,0
Dil Face Food,0.0,150,Sanjay Nagar,Fast Food,"88, Bhoopasandra Main Road, Sanjay Nagar",0,0
Sketches,3.5,350,Sahakara Nagar,"South Indian, Fast Food","141, 11th B Cross, Near Virupakshapura Arc, Vidyanarayanpura Post, Sahakara Nagar, Bangalore",0,0
New Ambur Hot Dum Biryani,0.0,400,Sanjay Nagar,"Arabian, Biryani, North Indian","173/2, Near Vaibhav Theatre, Sanjaynagar Main Road, Sanjay Nagar, Bangalore",0,0
Casrod Naaz,0.0,450,Jalahalli,"Mughlai, North Indian, Chinese","HMT Main Road, Mathikere Extension, Jalahalli, Bangalore",0,0
Cafe Mojo,0.0,400,Sahakara Nagar,Fast Food,"SM Fresh Mart Complex, Rajiv Gandhi Nagar, Sahakara Nagar, Bangalore",0,0
Cherry Chinese Fast Food & Kolkata Kati Rolls,0.0,400,Hebbal,"Chinese, Rolls, Fast Food","34, 2nd Cross Near Ganesha Temple, Bhadrappa Layout, Hebbal, Bangalore",0,0
Sastry And Sastry Pure Veg Food,0.0,300,Jalahalli,"South Indian, North Indian, Chinese","Shop 1, 2nd Main, Mes Ring Road, Bahubali Nagar, Jalahalli, Bangalore",1,0
Lasagna,0.0,300,Sahakara Nagar,Italian,"1638/11, 8th A Main, CQAL Layout, B Block, Sahakara Nagar, Bangalore",0,0
Nala Bheema Hotel,0.0,150,Sanjay Nagar,South Indian,"3rd Cross, Near Muneshwara Temple, Raj Mahal Vilas, 2nd Stage, Nagashettyhalli, AECS Layout, Sanjay Nagar, Bangalore",0,0
Terminus Tiffin Meal Service,0.0,200,North Bangalore,North Indian,Delivery Only,0,0
Abzain Paradise,2.9,300,Sanjay Nagar,North Indian,"38, Bhoopasandra Main Road, RMV 2nd Stage, Near UAS Layout, Sanjay Nagar, Bangalore",0,0
Kusum Rolls,3.6,300,New BEL Road,Street Food,"476, Devasandra Circle, New BEL Road, Bangalore",1,0
Hyderabad Biryaani Palace,3.0,600,Sahakara Nagar,"North Indian, Chinese, Biryani","216/3, 10th Cross, 14th Main, F Block, Park Road, Sahakara Nagar, Bangalore",1,0
Kalkata Kati Roll,3.3,150,Sahakara Nagar,"Fast Food, Rolls","8th Cross Road, Park View Layout, Sahakara Nagar, Bangalore",0,0
Kolkata Famous Kati Rolls,0.0,150,Jalahalli,Rolls,"Ramanna Gardens, Chamundeswari Layout, Jalahalli, Bangalore",0,0
Amrita Nadia Sweets,3.2,400,Jalahalli,Mithai,"Ashoka Complex, 102, Gangamma Circle, Jalahalli, Bangalore",1,0
BOX8- Desi Meals,4.4,500,New BEL Road,"North Indian, Mughlai, Fast Food","38, Sandeep Building, Mathikere Main Road, New BEL Road, Bangalore",1,0
Mojo Pizza - 2X Toppings,4.2,600,New BEL Road,Pizza,"38, Sandeep Building, Mathikere Main Road, New BEL Road, Bangalore",1,0
Corner House Ice Cream,4.5,400,New BEL Road,"Ice Cream, Desserts","66, Siddhartha Plaza, Rajmahal Vilas, 2nd Stage, New BEL Road, Bangalore",0,0
The Waffle Yard,4.2,300,New BEL Road,"Desserts, Fast Food","80 Feet Road, RMV Extension, Ashwathnagar, New BEL Road, Bangalore",0,0
Amma's Pastries,3.9,400,New BEL Road,"Bakery, Desserts","10/30/1, 1st Main Road, Gokul 1st Stage, 2nd Phase, Mathikere, Near New BEL Road",0,0
Kanti Sweets,4.0,400,New BEL Road,"Mithai, Street Food","193, Next to Gowri Apartment, RMV 2nd Stage, New BEL Road, Bangalore",1,0
Just Bake,2.6,400,New BEL Road,Bakery,"219, Vedika Mansion, MGS Layout, Opp MSR Advance Study College, New BEL Road, Bangalore",1,0
1 Fahreheit,0.0,200,New BEL Road,"Desserts, Ice Cream","Nishika Arcade, Nanjappa Main Road, Next to Jodidhars Club, Vidyaranyapura, Bengalore",0,0
KC Das - Sweet House,3.0,200,New BEL Road,"Mithai, Street Food",2/14 80 feet Road RMV 2nd stage New BEL Road,0,0
Lassi Shop,3.6,200,New BEL Road,"Beverages, Ice Cream","191, RMV 2nd Stage, New BEL Road, Bangalore",0,0
Nandhana Mithai,0.0,500,New BEL Road,"Mithai, Desserts","23, KGE Layout, Mathikere, New BEL Road, Bangalore",0,0
Hangyo,0.0,200,New BEL Road,Ice Cream,"3, Ground Floor, YMS Complex, HMT Main Road, Mathikere, MSR Nagar, New BEL Road, Bangalore",0,0
Sri Krishna Bhavan Sweets,3.9,350,Sanjay Nagar,"Mithai, Street Food","270, Bhupasandra Main Road, Sanjay Nagar, Bangalore",0,0
Bengal Sweets,3.9,300,Jalahalli,"Mithai, Street Food","Opposite to Prestige Wellington Park, Gangamma Circle, Jalahalli, Bangalore",0,0
L J Iyengar Bakery,0.0,500,Jalahalli,"Bakery, Desserts","Shop 02, Gangamma Circle, Kalathur Layout, Jalahalli, Bangalore",0,0
1522 - The Pub,4.3,1400,New BEL Road,"Chinese, Continental, North Indian","23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore",0,0
The Light House Restaurant,4.2,500,New BEL Road,"North Indian, Chinese, Seafood","62, 80 Feet Road, Near MS Ramaiah Hospital, Opposite To Apple Store, Devasandra Village, RMV 2nd Stage, New BEL Road, Bangalore",1,0
Chin Lung Resto-Bar,4.0,1000,New BEL Road,"North Indian, Chinese, Fast Food","206, Above Reebok Showroom, KGE Layout, Devasandra Layout, New BEL Road, Bangalore",0,0
Sangria Wine Lounge,4.0,1000,New BEL Road,"Continental, Chinese","201, Above Sony Centre, New BEL Road, Bangalore",0,0
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,3.7,2000,New BEL Road,Continental,"Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL circle), New BEL Road, Bangalore",0,0
Beijing Bites,3.6,850,New BEL Road,"Chinese, Thai","14 Indira House, First Floor, ITI Layout, New BEL Road, Bangalore",0,0
Shivaji Kshatriya Restaurant,0.0,500,New BEL Road,"South Indian, North Indian","Thindlu Road, GD Layout, Doddabommasandra, Vidyaranyapura, New BEL Road, Bangalore",0,0
Hotel Panchami Grand,3.5,550,New BEL Road,"Chinese, North Indian, South Indian","46/2/1, Vidyaranyapura Main Road, Doddabommasandra, New BEL Road, Bangalore",0,0
Kanti Sweets,3.5,400,Jalahalli,"Mithai, Street Food","1243, 6th Cross, 2nd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",1,0
New Swathi Family Restaurant,0.0,500,New BEL Road,"Andhra, North Indian, Chinese","573, 1st Floor, Vidyaranyapura, New BEL Road, Bangalore",0,0
H3O,3.2,1000,New BEL Road,"North Indian, Chinese","21, 2nd Floor, ITI Nagar Layout, Chikkamarenahalli, New BEL Road, Bangalore",0,0
Chill Magic,0.0,200,New BEL Road,"Juices, Beverages","9, Opp Kunte Muneshwara Temple, M.S.Ramaiah College Road, Mathikere, New BEL Road, Bangalore",0,0
Tasty Castle,0.0,300,New BEL Road,"Chinese, North Indian, Rolls","MS Ramaiya Complex, Shop number 59, MSR Medical College, Mathikere, New BEL Road, Bangalore",0,0
RS Shiv Sagar Express,0.0,300,New BEL Road,"South Indian, North Indian, Chinese, Fast Food","62, 80 Feet Road, RMV 2nd Stage, Near M S Ramaiah Hospital, New BEL Road, Bangalore",1,0
Domino's Pizza,3.9,400,New BEL Road,"Pizza, Fast Food","01, Ground Floor, Seenappa Layout, New BEL Road, Bangalore",1,0
Shahi Darbar Roll Centre,3.9,400,New BEL Road,"Street Food, Rolls","Pipeline Road, Adjacent to MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",0,0
Panchami Garden,3.3,300,New BEL Road,"South Indian, North Indian, Chinese","Shop 183, Opposite Indian Oil Petrol Bunk, Kattigenahalli, Bagalur Main Road, Yelahanka, Bangalore",0,0
G8 Punjabi Tadka,3.7,200,New BEL Road,North Indian,"Shop 2, 2nd Cross, 2nd Block, Bel Layout, Vidyaranyapura, Bangalore, New BEL Road, Bangalore",0,0
The Krishna Grand,3.8,400,New BEL Road,"North Indian, South Indian","961/1, BEL Layout, Vidyaranyapura Main Road, Next to Canara Bank, NEW BEL Road, Bengaluru",0,0
KL-58 Thalassery Cafe,3.5,200,New BEL Road,Kerala,"S/3, Vidyaranyapura Main Road, BEL Layout 2nd Block, New BEL Road, Bangalore",0,0
Banashankari Restaurant,3.6,400,New BEL Road,South Indian,"60/3, 1st Main road, Nanjappa Layout, Vidyaranyapura, Bangalore",1,0
Kusum Rolls,3.5,300,New BEL Road,Street Food,"12, 2nd Cross, MSRE College Road, New BEL Road, Bangalore",0,0
Sultan Rolls & Sandwiches,3.9,300,New BEL Road,"Fast Food, Rolls","13, MSRIT Collage Road, Mathikere, New BEL Road, Bangalore",0,0
Majaa Thindi,3.9,100,New BEL Road,South Indian,"1186, 1st Main Road, Maruthi Nagar, BEL Layout 2nd Block, Vidyaranyapura, New BEL Road, Bangalore",1,0
Ambur Dum Biryani,0.0,150,New BEL Road,Biryani,"282, Narsipura Layout, Vidyanarayanapura, Main Road, New BEL Road, Bangalore",0,0
Kolkata Famous Katti Rolls,3.5,200,New BEL Road,Rolls,"10, Near MS Ramaiah Hospital, New BEL Road, Bangalore",0,0
Paratha Club,3.6,200,New BEL Road,North Indian,"19, GNR Plaza, MSR College Road, Mathikhere, New BEL Road, Bangalore",0,0
S-Cafe,0.0,150,New BEL Road,South Indian,"1029, 4th Cross Road, BEL Layout, 6th Block, Vidyaranyapura, New BEL Road, Bangalore",0,0
Bangarpet Chats,0.0,100,New BEL Road,Street Food,"591, 12th Cross Road, HMT Layout 3rd Block, Vidyaranyapura, New BEL Road",0,0
Gupshap,3.5,300,New BEL Road,South Indian,"Shop 4, Gokula Central Building MSR Nagar, Opposite Ramaiah College Of Engineering, New BEL Road, Bangalore, Bengaluru",0,0
Annapurna Bhavan,0.0,250,New BEL Road,"North Indian, Street Food","7th Cross, Pipe Line Road, MSR Nagar, Mathikere, New BEL Road, Bangalore",0,0
Unnis Hot Plate,0.0,200,New BEL Road,Kerala,"6, MSR Nagar, Mathikere, New BEL Road, Bangalore",0,0
Donne Biryani & Egg Rice Adda,3.3,200,New BEL Road,"Kebab, Biryani","Doddabommasandra Main Road, New BEL Road, Bangalore",0,0
Kolkata Hot Roll,3.4,150,New BEL Road,Rolls,"33-C, Ramaiah Extension, Nanjappa Layout, Vidhyaranyapura Post, New BEL Road, Bangalore",1,0
Sun Cafe,3.3,300,New BEL Road,"North Indian, Chinese, Rolls","5, MSR College Road, A.K.Colony, Mathikere Extension, Mathikere, New BEL Road, Bangalore",0,0
Baba's Food Center,0.0,200,New BEL Road,"North Indian, Chinese","16/8-31, 6th Cross, 11th Main, Gokula 1st Phase, Mathikere, New BEL Road, Bangalore",0,0
New Delhi Dharbaar,0.0,300,New BEL Road,North Indian,"369, 6th Main, 7th Cross, M.S.R Nagar, New BEL Road, Bangalore",0,0
Sri Basaveswara Hilige Mane,0.0,250,New BEL Road,South Indian,"6th Main 9th Cross, M.S.R Nagar, Pipe Line Road, New BEL Road, Bangalore",0,0
Sree Ayyappaa Foods,0.0,300,New BEL Road,"South Indian, North Indian","76/14, HMT Main Road, Opposite Karnataka Bank, 1st Stage, Mathikere, New BEL Road, Bangalore",0,0
Ambur Biriyani,0.0,250,New BEL Road,Biryani,"478, 2nd Main, 2nd Cross, Dollars Colony Junction, New BEL Road, Bangalore",0,0
Chandan Shawarma's,0.0,200,New BEL Road,Lebanese,"16/2, Food Court, Janadarshini Layout, New BEL Road, Bangalore",0,0
Kadavathur Cafe,0.0,200,New BEL Road,Fast Food,"Infront Instire PG, AK Colony, Back Gate Ramaiha College, New BEL Road, Bangalore",0,0
Grab 'n' Dash,0.0,200,New BEL Road,Fast Food,"F790, Bharath Nagar, East West College road, Opp to East West College, New BEL Road, Bangalore",0,0
Kolkata No.1 Kati Rolls,0.0,200,New BEL Road,"Fast Food, Rolls","287, Doddabommasandra, New Bel Road, Bangalore",0,0
Nethravathi Military Hotel,0.0,200,New BEL Road,"South Indian, North Indian","Shop 20, Thindlu Main Road, Near Nanjappa Circle, Vidyaranyapur, Bangalore",0,0
Five Star Chicken,3.7,300,New BEL Road,"Fast Food, Burger","21, 2nd Cross, M.S.R Road, Opposite Ramaiah College Bus Stop, Mattikere, New BEL Road, Bangalore",1,0
New Kolkata Chats,0.0,150,New BEL Road,Street Food,"234, 7th Cross Pipeline Road, MSR Nagar, Near Ganesha Temple, New BEL Road, Bangalore",0,0
Donne Biryani Mane,3.8,300,New BEL Road,Biryani,"Doddabomsandra Main Road, Vidyaranyapura, New BEL Road, Bangalore",1,0
Kishi's Cafe,3.5,500,Sahakara Nagar,"Fast Food, Street Food","2279, RL Mansion, Opposite Kodigehalli Railway Station, C Block, Sahakara Nagar, Bangalore",1,0
Shree Sagar,2.9,450,Yeshwantpur,"South Indian, North Indian, Chinese","5, HMT Main Road, Opposite Muneshwara Temple, Mathikere, Yeshwantpur, Bangalore",0,0
South Saviruchi,3.3,250,Jalahalli,South Indian,"346/2, Outer Ring Road, Jalahalli, Bangalore, Bengaluru",0,0
Kamat Upahaar,2.8,200,Jalahalli,"South Indian, North Indian","S 21, BEL Shopping Complex, Opposite Jalahalli Post Office, Bangalore, Jalahalli, Bangalore",0,0
KurryWheels,3.4,200,North Bangalore,"North Indian, Chinese","243, Brindhavan Layout, Shettihalli, West Post, Jalahalli, Bangalore",1,0
Sri Venkateshwara Juice and Dosa Centre,0.0,100,Jalahalli,"Juices, Street Food","Gangamma Circle, Jalahalli Post, Jalahalli, Bangalore",0,0
Limra Hotel,0.0,200,Hebbal,Fast Food,"Srinivasa Complex, Outer Ring Road, Bhadrappa Layout, Hebbal, Bangalore",0,0
SKS Veg Corner,0.0,100,Hebbal,South Indian,"85, Udaya Ravi Building, NTI Layout 1st Phase, Kodigehalli Main Road, Near Ganapathi Temple, Hebbal, Bangalore",0,0
Malabar Treat,0.0,500,Yeshwantpur,"North Indian, Arabian, South Indian, Chinese","6th Main Rd, M S R Nagar, Mathikere, Yeshwantpur, Bangalore",0,0
In & Out,0.0,250,Jalahalli,Fast Food,"2,1st Main, Kalathur Layout, Jalahalli, Bangalore",0,0
Sunny's,0.0,2100,Indiranagar,"European, Italian, Seafood, Continental","956, 12th Main Road, Off 100 Feet Road, Indiranagar, Bangalore",0,0
Cafe Coffee Day,0.0,900,Old Airport Road,"Cafe, Fast Food","The Leela Palace, 23, Old Airport Road, Bangalore",0,0
Barista,3.6,300,Domlur,Cafe,"Pyramid Food Court, Embassy Golf Links Business Park, Off Intermediate Ring Road, Domlur, Bangalore",0,0
BOX8- Desi Meals,4.3,500,Old Airport Road,"North Indian, Mughlai, Fast Food","A.T.R Complex, Old Airport Road, Bangalore",1,0
Mojo Pizza - 2X Toppings,4.2,600,Old Airport Road,Pizza,"Near Murgeshpalya Bus Stop, Old Airport Road, Bangalore",1,0
AutoExpress - Hot Dogs,3.7,300,Indiranagar,"Fast Food, Hot dogs","12th Main Road, Outside ICICI Bank, Indiranagar, Bangalore",1,0
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,4.4,800,Thippasandra,"Fast Food, Sandwich","1675, Ground Floor, 4th Cross, 9th Main, HAL 3rd Stage, Thippasandra, Bangalore",1,0
Momo Time,0.0,300,Thippasandra,"Momos, Chinese","5, 10th Main Road, Opposite Ganesha Temple, New Thippasandra, Bangalore",1,0
New Tandoor,3.5,550,CV Raman Nagar,"North Indian, Chinese, Mughlai, Rolls","21, Opposite Syndicate Bank, Kaggadasapura Main Road, CV Raman Nagar, Bangalore",1,0
Domino's Pizza,3.0,400,CV Raman Nagar,"Pizza, Fast Food","Ground Floor, Food Court counter 1, Bagmane Tech Park, CV Raman Nagar, Bangalore",1,0
Biriyani Zone,3.7,800,CV Raman Nagar,"Biryani, North Indian, Chinese, Seafood","Amrutha Court, No 48/2A, 1st Cross, Opposite Hayagreeva School, Vignan Nagar, CV Raman Nagar, Bangalore",1,0
McDonald's,3.0,500,Old Airport Road,"Burger, Fast Food","Total Mall, Old Airport Road, Bangalore",1,0
Kulcha Kulture,3.5,400,Indiranagar,North Indian,"806/1, Rajeshwari Business Chambers, New Thippasandra Main Road,Indiranagar, Bangalore",1,0
Wangs Kitchen,2.5,700,Indiranagar,Chinese,"46, 9th Main Road, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore",1,0
Meat and eat,3.2,500,Kaggadasapura,"Fast Food, Burger","311, 4th Cross Road, Vignan Nagar, Kaggadasapura, Bangalore",1,0
Dashabhuja Kitchen & Catering,3.0,400,Thippasandra,"North Indian, Chinese","55, 4th Main, 6th Cross, GM Palya, New Thippasandra Post, Thippasandra, Bangalore",1,0
CakeBerries,3.7,200,Old Airport Road,"Bakery, Desserts","K R Garden, Murugeshpalya, Old Airport Road, Bangalore",0,0
Breakstation,0.0,200,Old Airport Road,Fast Food,"31, 1st Floor, 2nd Cross, Air View Colony, Konena Agrahara, Old Airport Road, Bangalore",0,0
Chatora Singh,3.9,200,Old Airport Road,"North Indian, Fast Food","14, Basement Floor, SNS Arcade, Near Rajeshwari Theatre, Old Airport Road, Bangalore",1,0
Sweet Chariot,3.5,500,Jeevan Bhima Nagar,"Bakery, Fast Food","10th Main, Jeevan Bhima Nagar, Bangalore",1,0
Shree Durga,3.2,500,Old Airport Road,"North Indian, Chinese, Seafood","152/2, Behind Syndicate Bank, 4th Cross, Konena Agrahara, Old Airport Road, Bangalore",0,0
Nandanavanam,3.3,300,Old Airport Road,South Indian,"NAL Wind Tunnel Road, Dada Mastan Layout, Murgeshpalya, Old Airport Road, Bangalore, Bengaluru",0,0
Juicemaker,3.4,400,Old Airport Road,"Beverages, Fast Food","13, Ground Floor, Anjaneya Techno Park, HAL 2nd Stage, Old Airport Road, Bangalore",0,0
Bismillah Ambur Biryani,0.0,150,Old Airport Road,Biryani,"2, Kodihalli Main Road, Old Airport Road, Bangalore",0,0
Good Meals,0.0,250,Indiranagar,"North Indian, South Indian","#325, Ground Floor, 6th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",1,0
Jain 4 Food.com,0.0,150,CV Raman Nagar,North Indian,"10th Cross, GM Palya, CV Raman Nagar, Bangalore",0,0
Henshel,0.0,350,CV Raman Nagar,"Bengali, North Indian","GM Palya, CV Raman Nagar, Bangalore",0,0
Just Bake,2.7,400,Old Airport Road,Bakery,"1/2, Anjaneya Complex, Old Airport Road, Bangalore",1,0
Santrupthi Khanavalli,3.4,200,CV Raman Nagar,South Indian,"175/1, 13th Cross Road, Cauveri Colony, GM Palya, CV Raman Nagar, Bangalore",0,0
California Burrito,4.1,400,Domlur,"Mexican, Fast Food","The Pyramid Food Court, Embassy Golf Links, Intermediate Ring Road, Domlur, Bangalore",0,0
Delicious Treat,0.0,200,Thippasandra,Fast Food,"5th Main, G M Palya, Thippasandra, Bangalore",0,0
Desi Bites,0.0,200,Thippasandra,North Indian,"4 Kalpavruksha Complex, 5th Main, 13th cross, G M Palya, Thippasandra, Bangalore",0,0
Kombo King,0.0,300,Domlur,"North Indian, South Indian","140, 3rd Cross, Shardama Layout, Domlur, Bangalore",0,0
Desi Bites,0.0,400,CV Raman Nagar,"North Indian, Chinese, Biryani","4,13th Cross Road, Cauveri Colony, GM Palya, CV Raman Nagar, Bangalore",0,0
Biriyani Hub,0.0,200,CV Raman Nagar,Biryani,"Near Bagmane Tech park Back Gate, By Arasandra Main Road, G M Playa, CV Raman Nagar, Bangalore",0,0
Rasoi,0.0,250,Kaggadasapura,North Indian,"LB Shastri Nagar, HAL, Kaggadasapura, Bangalore",0,0
Bangalore Grill House,3.2,300,Thippasandra,"Arabian, BBQ, Mexican","44, Krishna Reddy Complex,Byrasandra Main Road, GM Palya, Bangalore",0,0
Srinidhi Hotel,0.0,140,Thippasandra,"North Indian, Chinese, Biryani","G M Palaya Main Road, New Thippasandra Post, Bangalore",0,0
Indian Spicy Food,3.2,200,Old Madras Road,"North Indian, South Indian","Opposite Metro 135, Near IndusInd Bank, Old Madras Road, Bangalore",0,0
New Khaayaal's Restaurant,3.0,500,CV Raman Nagar,"North Indian, Chinese, Rolls","NGM Palya,#55, G C Sekhar Building, 4th Main, 6th Cross, CV Raman Nagar, Bangalore BANGALORE, CV Raman Nagar, Bangalore",0,0
White Olives,3.4,300,Thippasandra,"Chinese, North Indian","Raja Rajeshwari Bulding, 2nd Cross, LBS Nagar, Thippasandra, Bangalore",0,0
Bowl'd over Rice,0.0,300,Indiranagar,North Indian,"806/1, Rajeshwari Business Chambers, Above Chemmanur Jewellers, Thippasandra Main Road, Indiranagar, Bangalore",1,0
Sweet Truth,4.3,500,Old Airport Road,"Bakery, Desserts","147, Anjaneya Techno Park, HAL Airport Road, Old Airport Road, Bangalore",1,0
Kanti Sweets,4.1,400,Old Airport Road,"Mithai, Street Food","36, SNS Arcade, Old Airport Road, Bangalore",1,0
The Cake Post,3.4,900,Old Airport Road,"Bakery, Desserts","Next To Medplus Medical Store, Murgesh Pallya, Old Airport Road, Bengaluru",0,0
